RMSE|MAE
6.220066070556641|4.735287189483643
6.2196946144104|4.727787971496582
5.9770121574401855|4.544803142547607
6.069725513458252|4.643636226654053
6.145537376403809|4.690398216247559
6.03483247756958|4.597795009613037
6.077638149261475|4.6394524574279785
6.129215717315674|4.670598983764648
6.08154296875|4.624394416809082
